ID,Legal Company Name,Local Address,Contact,Phone,Ext.,Fax,Cell,Email,Web page,SO#,Billing Address,City,Province,Postal Code,PO#,Site Address,CustomerCode,LocationCode,IsActive,Site Contact,Phone,Pager,Inspection Type,Price,Inspection Month,Inspection Quote #,Deficiency Quote #,Fire Protection Equipment,eftemp,Remarks,Field1,Field2
56,Prime Corp.,"301-275 Bank Street, Ottawa, Ontario K2L 2P6",Jennifer Davies,(613) 722-2000,,(613) 722-9898,(613) 282-0346,,,,303-275 Bank Street,Ottawa,Ontario,K2P 2L6,,362 McArthur Avenue,,,FALSE,Karen and Gilbert,,,AI,$556.00,JANUARY,20-1001JP,,"F/A, EOL x 2, E/L, Ext","2015-2 techs, 3hrs, 2018-JC/KV-3.5hrs,2019-TT alone-5hrs. Email notice to Jennifer. DM replaced FACP with Mircom 105T Nov 2017.","2008-$350; 2009-$375, 2010-$400, 2011-$420, 2012-$450, 2013 and 2014-$475, 2015 and 2016-$495, 2017 and 2018-$525, 2019-$540.",,
1818,Communications Research Centre Canada,"3701 Carling Avenue, PO Box 11490, Station H",Marc Primeau,(613) 990-2535,,,,,,,3701 Carling Avenue,Ottawa,Ontario,K2H 8S2,,3701 Carling Avenue,,,TRUE,Marc Primeau,(613) 990-2535,,MONITORING,$900.00,JANUARY,,,Monitoring Services - FACP,"Account #368-01-5299. January 1, 20?? To December 31, 20??. 2017 and 2018-$75 per month.",,,
1862,Skyline Commercial Real Estate Holdings Inc.,"1665 Russell Road, Unit 2, Suite 200",Cassandra Wallingford,(613) 249-9696,,,,,,,"1655 Russell Road, Suite 200",Ottawa,Ontario,K1G 5E5,,380 Hunt Club Road,,,TRUE,John Reside,,,MONITORING,$900.00,JANUARY,16-1166,,Monitoring Services - FACP,"Jan 1, 20?? To JAN 31, 20??. Acct #25-01-5082/26-01-5082. $75 per month.",,,
1151,Colonnade BridgePort ITF KS 400 Cumberland Street Inc. (was Dream),"16 Concourse Gate, Suite 200",?/Laura Domoney,,,,,,,,"16 Concourse Gate, Suite 200",Ottawa,Ontario,K2E 7S8,,400 Cumberland Street,,,FALSE,Sylvain Proulx,,,AI,,JANUARY,Tender,,"FA, EOL's, Voice, 6"" Wet x 1, 3"" Dry x 1, FP Life Safety (no test header), FHC, and FE","Each tech needs an escort, need 3 days notice. Bells 2nd day at 6PM. No on-site parking and charge. 2017-Char/CL, 3 days, 2018-CL/PN-3 days, 2019-CL/DM2-3days and RE for 7hrs. Elevator & Hydro.","Tender May 1, 2018 to Apr 30, 2022.",,
1499,Vincent Residence,43 L'Oree des Bois,,,,,,,,,43 L'Oree des Bois,,,,,43 L'Oree des Bois,,,FALSE,John Vincent,,,AI,$228.00,JANUARY,,,Monitoring Services - Intrusion,"Account #38-01-5248. Invoice JV. January 1, 20?? To December 31, 20??.",2018-$19 per month,,
1497,Schultz Residence,52 Hamilton Street,Brenda Schultz,,,,,,,,,,,,,52 Hamilton Street,,,FALSE,Brenda Schultz,,,MONITORING,$0.00,JANUARY,,,Monitoring Services - Intrusion,No charge. AI not required. Account #38-01-5244.,,,
1331,Prime Corp,"301-275 Bank Street, Ottawa, Ontario K2L 2P6",Jennifer Davies,(613) 722-2000,,(613) 722-9898,(613) 282-0346,,,,303-275 Bank Street,Ottawa,Ontario,K2P 2L6,,61 McEwen Avenue - McEwen Towers,,,FALSE,Jennifer Davies,(613) 722-2000,,MONITORING,$225.00,JANUARY,12-1687RS,,Monitoring Services - Fire,"$75.00 per month x 3 months - January 1, 20?? To March 31, 20??, Account #38-01-5204",2017 and 2018-$75 per month.,,
1711,PMA Realty Consulting Inc.,1131 Newmarket Street,Monica Murad,(613) 742-5778,239,(613) 742-5779,,,,,1131 Newmarket Street,Ottawa,Ontario,K1B 4N4,,6532 Bilberry Drive,,,FALSE,Gerry Bourdeaux,,,AI,$200.00,JANUARY,14-1598RS,,Monitoring Equipment,AI of Monitoring equipment.,"2016-$190, 2017-$200.",,
1710,PMA Realty Consulting Inc.,1131 Newmarket Street,Monica Murad,(613) 742-5778,239,(613) 742-5779,,,,,1131 Newmarket Street,Ottawa,Ontario,K1B 4N4,,6532 Bilberry Drive,,,FALSE,Gerry Bourdeaux,,,MONITORING,,JANUARY,14-1598RS,,Monitoring Services,"For the period Jan 1, 20?? To JAN 31, 20??. Account #25-01-2212 FACP using Internet-$67.00 per month and Account #26-01-2212 Elevator Phones using internet-$25.00 per month.,",,,
768,United Counties of Prescott and Russell,1020 boulevard Cartier,Phil Parisien/Michel Fauteux,(613) 675-4661,3505,,,,,,1020 boulevard Cartier,Hawkesbury,Ontario,K6A 1W7,,"675 Portelance, Hawkesbury",,,FALSE,Eric,,,MONITORING,$864.00,JANUARY,NA,,Monitoring Services - Fire,"Jan 1, 200? To JAN 31, 200? Account #25-01-1342. 2013 and 2014-$65.00 per month, 2015 to 2016-$69 per month, 2017-$72 per month",,,
771,United Counties of Prescott and Russell,1020 boulevard Cartier,Michel Fauteux/Phil Parisien,(613) 675-4661,3505,,,,,,1020 boulevard Cartier,Hawkesbury,Ontario,K6A 1W7,,"69 Derby Street, Vankleek Hill",,,FALSE,Eric,,,MONITORING,$828.00,JANUARY,NA,,Monitoring Services - Fire,"Jan 1, 200? To JAN 31, 200?, Account #25-01-1345. 2013 and 2014-$65.00 per month, 2015-$69 per month.",,,
2258,Tamir Foundation,"11 Nadolny Sachs Private, Suite 218",Jessica,(613) 725-3519,,(613) 725-6045,,,,,"11 Nadolny Sachs Private, Suite 218",Ottawa,Ontario,K2A 1R9,,75 and 77 Grammercy,,,TRUE,Cheryl Tremblay,(613) 402-9880,,AI,$500.00,JANUARY,bill impey,,"FA, LSA x 2, Spr off domestic, Electromagnetic devices, FLCS, ELU and FE","Charge for links. Quote does not include LSA's. Allard estimate-2T, 4hrs.",,,
411,Centrepointe Childcare Services,"75 Hemmingwood Way, K2G 5T6",Tanya Slight,(613) 225-9678,,(613) 225-7730,,,,,75 Hemmingwood Way,Ottawa,Ontario,K2G 5T6,,75 Hemmingwood Way,,,FALSE,Tanya,(613) 728-1797,,AI,$500.00,JANUARY,20-1035BI,,"F/A, EOL's, FLCS, ELU and FE's","No elevator or hydro. FLCS SAI in July. 8AM Start. Bells before 11AM or after 230PM. 2017-AM/CL, 6.5hrs, 2018-NW/DM-8hrs",tanya@centrepointechildcareservices.com,,
2416,Cominar Inc.,"222 Queen St, Suite 1500",Sylvie Lagrois,(613) 858-9126,,,,,,,"222 Queen St, Suite 1500",Ottawa,Ontario,,,750 Palladium (Orbcomm),,,TRUE,Sylvie Lagrois,(613) 858-9126,,AI,"$1,850.00",JANUARY,19-1918JH,,Pre-Action,"Obcomm Suite 368, PO 629SL",,,
1308,BentallKennedy (Canada) LP II,50 O'Connor Street,Brandon Malleck,,,,,,,,50 O'Connor Street,Ottawa,Ontario,,,77 Metcalfe Street,,,FALSE,Barry Teevens,(613) 563-8312,,AI,$0.00,JANUARY,Tender,,"FA, EOL's, Voice Comm, FPFT (tst hdr at front of bldg, do on Nov 11), Wet Spr, Glycol, FHC, ELU, and FE","2018-TT/KS, 2019-AM/TT. 3 techs for bells 6PM-start on top floor to avoid GrdFl tenant disruption and MM to atten.FPFT in Spring. Elevator and Hydro. CHARGE FOR PARKING. Ask Barry if we are doing hydro vault now or in Nov with FPFT.",DO SMALL REPAIRS DURING AI.  July 1/15 to July 30/18-$8950/6 payments = $1491.66 per payment.,,
1309,Nav Canada (invoice directly),50 O'Connor Street,Harmony MacLellan,(613) 563-5462,,,(613) 298-1301,,,,77 Metcalfe Street,Ottawa,Ontario,,,77 Metcalfe Street,,,FALSE,Barry Teevens,(613) 563-8312,,AI,"$1,514.00",JANUARY,20-1011JP,,Preaction System in Server Room and FLCS x 1,"Simplex 4100. 6 SD's under floor in Server Room. 2017-KS/RE, 2hrs. See calendar for techs with access.",Send Def quote to Harmony. 2018-$970 for AI/SAI preactoin; 2019-$1470 for AI/SAI for preaction and FLCS.,,
42,Maxville Manor,"80 Mechanic Street East, Maxville, Ontario K0C 1T0",Robert MacDougall,(613) 527-2170,230,(613) 527-3103,(613) 930-5413,,,,80 Mechanic Street East,Maxville,Ontario,K0C 1T0,,"80 Mechanic Street East, Maxville",,,FALSE,Robert MacDougall,(613) 527-2170,,AI,"$3,883.00",JANUARY,20-1004JP,,"F/A, EOL's, E/L, and Exts (FLCS & Puff Test by Secur again)","2014 and 2015-2 techs, 4 days, 2018-JC/TO-4 days. Spr and FP by others. No hydro or elevator. Rob@maxvillemanor.ca. NFS3030 INSTALLED JAN 2018 BY SECUR-USE VI.","No price increase in 2007, 2008 and 2009-$3640, 2010 and 2011-$3740, 2012 and 2013-$3840, 2014 and 2015-$3950, 2016 , 2017 -$4070, 2018-$3770 BUT NO FLCS.",,
769,United Counties of Prescott and Russell,1020 boulevard Cartier,Phil Parisien/Michel Fauteux,(613) 675-4661,3505,,,,,,1020 boulevard Cartier,Hawkesbury,Ontario,K6A 1W7,,"810 Portelance, Hawkesbury",,,FALSE,Sylvain,(613) 551-6264,,MONITORING,$864.00,JANUARY,NA,,Monitoring Services - Fire,"Jan 1, 200? To JAN 31, 200?. Account #25-01-1343. 2013 and 2014-$65.00 per month, 2015 to 2016-$69 per month, 2017-$72 per month.",,,
2263,Tamir Foundation,"11 Nadolny Sachs Private, Suite 218",Jessica,(613) 725-3519,,(613) 725-6045,,,,,"11 Nadolny Sachs Private, Suite 218",Ottawa,Ontario,K2A 1R9,,840 and 842 Broadview Avenue,,,TRUE,Chris Frizzell,(613) 668-6721,,AI,$400.00,JANUARY,Bill Impey,,"Interconnected SA's, 9V LSA's in bedrooms, Electromagnetic devices, FLCS x 2, ELU and FE","ALL INTERCONNECTED LSA'S FOR BOTH BLDGS WORK TOGETHER AND RELEASE A FIRE DOOR ON 1ST FL ANDBSMT OF EACH BUILDING. Charge for links. Allard estimate-1T, 5hrs",,,
2260,Tamir Foundation,"11 Nadolny Sachs Private, Suite 218",Jessica,(613) 725-3519,,(613) 725-6045,,,,,"11 Nadolny Sachs Private, Suite 218",Ottawa,Ontario,K2A 1R9,,875 Riddell Avenue,,,TRUE,Dale Wyman,(613) 852-6787,,AI,$275.00,JANUARY,Bill,,"FA, 6"" Wet x 1, Electromagnetic devices, ELU and FE","Allard estimate-2T, 3hrs.",,,
2253,Tamir Foundation,"11 Nadolny Sachs Private, Suite 218",Jessica,(613) 725-3519,,(613) 725-6045,,,,,"11 Nadolny Sachs Private, Suite 218",Ottawa,Ontario,K2A 1R9,,938 Killeen Avenue,,,TRUE,Jessica,(613) 725-3519,,AI,$475.00,JANUARY,Bill,,"FA, Spr off Domestic, FLCS, 9V LSA's in Bedrooms, Interconn. HD's in Furnace Room, ELU, Mag locks and FE's","Charge for links. Allard estimate-2T, 4hrs.",,,
2421,Tamir Foundation,"11 Nadolny Sachs Private, Suite 218",Jessica,(613) 725-3519,,,,,,,"11 Vadolny Sachs Private, Suite 218",Ottawa,Ontario,K2A 1R9,,963 Hare,,,TRUE,Chris Frizzell,(613) 668-8672,,AI,$199.00,JANUARY,Bill,,Drop off only - 2 new 5lb Fes,,,,
1833,Canadian Bank Note Company Limited,"145 Richmond Road, Ottawa, Ontario K1Z 1A1",Kevin Vaughan,(613) 722-3422,,,(343) 961-6948,,,,145 Richmond Road,Ottawa,Ontario,K1Z 1A1,,975 Gladstone Avenue,,,TRUE,Kevin Vaughan,(613) 722-3422,,MONITORING,$816.00,JANUARY,,,Monitoring Services - FACP and Spr,"Jan 1, 20?? To JAN 31, 20??. Account #25/26-01-1088. $65.00 per month, 2018-$68 per month.",,,
1770,Canadian Bank Note Company Limited,"145 Richmond Road, Ottawa, Ontario K1Z 1A1",Kevin Vaughan,(613) 722-3422,,,(343) 961-6948,,,,145 Richmond Road,Ottawa,Ontario,K1Z 1A1,,975 Gladstone Avenue,,,FALSE,Kevin Vaughan,(613) 722-3422,,MONITORING,$130.00,JANUARY,18-1697BS,,AI of monitoring equipment.,AI of monitoring equipment.,"2016-$125, 2017 and 2018-$130",,
1954,Opel Developments,175 Greber Blvd.,Eli Chowieri,(819) 771-8777,,,,,,,,,,,,"99, 101 and 103 du Portage",,,TRUE,Eli Chowieri,(819) 771-8777,,AI,$952.00,JANUARY,20-1010BS,,"FA, ELU and FE","NO RESPONSE IN 2019. Always need escort with keys for everywhere. Office building, apartments and restaurants. No hydro or elevator.","echowieri@devwoods.ca. 2018-$900, 2019-$925.",,
2265,Tamir Foundation,"11 Nadolny Sachs Private, Suite 218",Jessica,(613) 725-3519,,(613) 725-6045,,,,,"11 Nadolny Sachs Private, Suite 218",Ottawa,Ontario,K2A 1R9,,Tamir Vans,,,TRUE,Sandi McCaw,(613) 866-2214,,AI,$200.00,JANUARY,Bill,,FE's in vans x 9,Are they all collected in one area???,,,
2043,Carling Realty Co. Ltd.,300 - 1704 Carling Avenue,Susan Szalai,(613) 725-3151,,,(613) 899-6244,,,,300 - 1704 Carling Avenue,Ottawa,Ontario,,,295 Cooper Street,,,TRUE,Susan Szalai,(613) 725-3151,,AI,$225.00,APR,20-1303MT,,"Interconnected System, LSA's in 11 apts, ELU and FE",3 storey building. Require access to building. Allard 2018 and 2019-$205. PO 28357 For AI in July due to Covid,susan@carlingrealty.com,,
2342,Millfall Condominiums,"1 Rosamund Street, Almonte",Chris Jones,(613) 783-8195,,,,Cj_millfall@hotmail.com,,,1 Rosamund Street,Almonte,Ontario,,,"1 Rosamund Street, Almonte",,,TRUE,Chris Jones,(613) 783-8195,,AI,"$5,488.00",APRIL,20-1105MT,,"FA, LSA's in apts, 8"" Wet Spr x 1, Glycol, FHC, BFP, Booster Pump, Hydrants, ELU and FE",Allard 2018 and 2019-$2192 and $600 to test FS's with garden hose. 69 apts - LSA and H in each.,,,
1144,Apetito HFS Limited (old Health Care Food Services),1010 Dairy Drive,Christian Rochon,(613) 834-3360,,,,,,,1010 Dairy Drive,Ottawa,Ontario,K4A 3N3,ap 08606 (2020),1010 Dairy Drive,,,FALSE,Christian Rochon,(613) 834-3390,,AI,"$2,055.00",APRIL,19-1190JP,,"FA, EOL's and 8"" Wet Spr x 1","2014 and 2016-2 techs, 1 day on a Friday, bells during that time as there is no production. SEND SOMEONE FAMILIAR-DM. 2016-DM/CL, 2017-DM to train KV, 2018-KV/PN1 day and MS-3hrs, 2019-KV/CL-1 day and MS for spr.PO ap08606 for AI 2020","crochon@gohfs.org. 2015 and 2016-$1945, 2017 and 2018-$1995., 2019-$2055.2020- same as 2019",,
2295,Orleans United Church,1111 Orleans Blvd.,Ron Hunt,(613) 298-1626,,,,re.hunt@sympatico.ca,,,1111 Orleans Blvd.,Ottawa,Ontario,K1C 7C8,,1111 Orleans Blvd.,,,TRUE,Ron Hunt,(613) 298-1626,,AI,$120.00,APRIL,20-1314MT,,Fire hydrant x 1,2019-$110.,sandra.sales093@gmail.com,,
2164,Huntington Properties (1155 Lola Street),"1306 Wellington Street, Suite 200",Nick Thuswaldner,(613) 592-1818,,,(613) 462-5828,,,,"1306 Wellington Street, Suite 200",Ottawa,Ontario,K1Y 3B2,,1155 Lola Street,,,TRUE,Nick Thuswaldner,(613) 592-1818,,AI,"$1,475.00",APRIL,20-1308MT,,"FA, 6"" Wet x 1, Hyd x 1, ELU and FE","PO 282 has been created for this contract commencing June 1, 2020 – May 31, 2021 DOES NOT INCLUDE ANY BELL CDA AREAS.",,,
1657,Manulife Life Insurance Company,"55 Metcalfe Street, Suite 350, Ottawa, K1P 6L5",Franco Falbo (Jan 2019),(613) 230-2251,,,,,,,"250 Bloor Street East, 15th Floor",Toronto,Ontario,M4W 1E5,,"1230 Old Innes Road, Unit 405-408",,,FALSE,Malcolm Lucas/Sadie Emsley,,,MONITORING,$900.00,APRIL,19-1700JP,,Monitoring Services - Fire,"Apr 1, 20?? To Mar 31, 20??. Account #38-01-5284. CAN ONLY RAISE 3% PER YEAR.","2015 and 2016-$67.00 per month, 2017-$75 per month, 2019-$900",,
1148,United Counties of Prescott and Russell,59 Court Street,Michel Fauteux/Phil Parisien,(613) 675-4661,3505,,,,,,"59 Court Street, L'Original",L'Original,,K0B 1K0,,"1350 Cameron Street, Hawkesbury (Ambulance Centre)",,,FALSE,Cathy Larocque,(613) 577-0679,,MONITORING,$900.00,APRIL,NA,,Monitoring Services - Fire,"April 1, 201? To March 31, 201?. Account #25-01-1217. 2013 and 2014-$65.00 per month, 2015 and 2016-$69 per month, 2017 and 2018-$75 per month.",,,
2345,Orchardview Montessori School,1367 St. Joseph Blvd.,Yenufa Gamble-Scott,(613) 424-7601,,,,orchardviewmontessori@gmail.com,,,1367 St. Joseph Blvd.,Ottawa,Ontario,,,1367 St. Joseph Blvd.,,,TRUE,Yeufa Gamble-Scott,(613) 424-7601,,AI,$400.00,APRIL,20-1313MT,,"FA, LSA's, ELU and FE",Allard 2018 and 2019-$389. orchardviewmontessori@gmail.com.,,,
803,British High Commission,"80 Elgin Street, Ottawa, Ontario K1P 5K7",Ashely Whittal,(613) 364-6132,,,,,,,80 Elgin Street,Ottawa,Ontario,K1P 5K7,,140 Sussex Drive,,,FALSE,Myda Egrmajer,(613) 364-6097,,AI,,APRIL,19-1013BS,,Hydrant x 2 (CR found 2nd one in 2016),Invoiced with AI in January. Call or email to set up. Call Bill or Holly (724-0783) to see if house is vacant. Follow rules in client file.,Ashley.whittal@fco.gov.uk. ALLISON & LAUREN NO LONGER WORKS THERE,,
2019,CCOC,,Nick Dodds,(613) 234-4056,231,,,,,,,,,,,145 Clarence Street,,,TRUE,Nick Dodds,(613) 234-4056,,AI,$0.00,APRIL,Tender,,"FA, EOL's, Wet Spr x 1, Dry Spr x 5 and Devices in apts",1st time in 2019. Moved to April due to ground faults.,,,
2433,CCC #104 (Huntridge Condos),,Antonietta Gasparini,,,,,tgasparini@rogers.com,,,,,,,,"156, 201, 225 Huntridge",,,TRUE,Antonietta,,,AI,$0.00,April,,,3 Hydrants,2020- $110/ per hydrant,,,
2044,Carling Realty Co. Ltd.,300 - 1704 Carling Avenue,Susan Szalai,(613) 725-3151,,,(613) 899-6244,,,,300 - 1704 Carling Avenue,Ottawa,Ontario,,,1704 Carling Avenue,,,TRUE,Allan Bond,,,AI,$225.00,APRIL,20-1302MT,,"Interconnected LSA's, ELU x 6 and FE's x 4",3 floors - 5 devices only. 2018 and 2019-$215. Raise in 2020. PO 28358 for Annual2020,,,
1705,Cominar REIT,"222 Queen St., Ste 1402, Ottawa",Mary Jane Tripodi/Nahla Rajabi (Feb 2019),(613) 569-8151,,(613) 234-5640,(613) 858-6023,,,,222 Queen Street Suite 300,Ottawa,Ontario,K1P 5V1,,171 Slater Street,,,FALSE,Carlos (Jan 2019),,,AI,$0.00,APRIL,20-1331MM,,Backflow Preventer and FPFT x 2.,Already invoiced with Feb AI. 1st time in 2015. Have repairs been done to both FP's?,,,
46,Regional Group,1737 Woodward Drive 2nd floor,Gwen Hughes/Erin Day (JAN 2019),(613) 230-2100,7102,(613) 230-9880,,,,,1737 Woodward Drive,Ottawa,Ontario,K2C 0P9,,1725 Woodward Drive,,,FALSE,Doug Fresque,(613) 223-1990,,AI,"$1,188.00",APRIL,20-1233MT,,"FA, EOL's, 4"" Wet Spr x 1, Glycol Loop, FHC, ELU and Exts.","Bells 6PM-need DND escort at 10AM, CBSA area now vacant. REVISE OF MI CPI % EACH YEAR. MUST HAVE PWGSC RELIABLE OR SECRET TO ENTER PWGSC AREAS. 2016-2 techs, 1 day (KS/DL), 2017-KS/PN-1 day, 2018-TT/PN-1day.JF/TO- 11hr each Bells at 6pm","Hydro vault and elevator shaft. 2016 and 2017-$1100 and $375, 2018-$1111 and $378, 2019-$1133 and $385. PO 23836 Apr 1/19 to Mar 31/2020.",,
1399,Compass Commercial Realty ITF Proreit Acquisition (1) LP,"3770 Kempt Road, Suite 110",Patricia Gabel,(902) 454-1234,318,(902) 454-9203,,,,,"3770 Kempt Road, Suite 110",Halifax,Nova Scotia,B3K 4X8,,2 Gurdwara - Hunt Club Crossing,,,FALSE,Sean Lindahl,,,AI,$0.00,APRIL,,,Monitoring Equipment AI,COMPASS NEW PM IN JAN 1/2018. Included in annual cost. Account #25-01-1368.,,,
1727,Compass Commercial Realty ITF Proreit Acquisition (1) LP,"3770 Kempt Road, Suite 110",Patricia Gabel,(902) 454-1234,,(902) 454-9203,,,,,"3770 Kempt Road, Suite 110",Halifax,Nova Scotia,B3K 4X8,,2 Gurdwara - Hunt Club Crossing,,,FALSE,Sean Lindahl,,,AI,$0.00,APRIL,Tender,,"FA, EOL's, Spr, FP x 2, Hyd x 1, FHC, Exit Signs and FE (ELU on Generator)","Elevator, no hydro. Bells at 6AM still for AI. 2016-JF/TO, 1 day only, 2017-JF/PN, 1 day but no FP or Hyd, 2018-JF/ADR-1 day but no EOL's and RE/JF 4hrs for FP, Spr, and Hyd. See FP Procedures sheet in AI for FP scheduling details.",PRICES CHANGE EACH MAY. Tender May 1/18 to April 30/2022.,,
2097,Wigwamen Incorporated,,Angela Klassen-Hayes,(613) 702-5358,,,,,,,,,,,,205 Eric Czapnik Way,,,TRUE,Angela Klassen-Hayes,(613) 702-5358,,AI,$0.00,APRIL,"Jan 31, 2017",,"FA, LSA in 41 apts, Wet Spr x 1, BFP, FHC, ELU and FE","3 year contract June 1, 2017 to May 31, 2020-36 equal payments of $360.83 each.2020- J/TO 1 day- no units due to Covid 19",aklassenhayes@wigwamen.com,,
1837,Cominar REIT,"222 Queen St., Ste 1402, Ottawa",Mary Jane Tripodi/Nahla Rajabi (Feb 2019),(613) 234-4416,,(613) 234-5640,,,,,222 Queen Street Suite 300,Ottawa,,,,21 Fitzgerald,,,TRUE,Gilles Lafontaine,,,AI,$200.00,APRIL,17-1074MM,,AI of monitoring equipment.,,,,
704,Cominar REIT,"222 Queen St., Ste 1402, Ottawa",Mary Jane Tripodi/Nahla Rajabi (Feb 2019),(613) 234-4416,,(613) 234-5640,,,,,222 Queen Street Suite 300,Ottawa,Ontario,K1P 5V1,,21 Fitzgerald Road,,,FALSE,Gilles Lafontaine,(613) 721-1116,(613) 239-7037,AI,"$2,549.25",APRIL,20-1331MM,,"FA (and FA in Server Room), EOL's, Wet 6"" Spr x 1, Fire Hydrant, EL, FE","MUST BE CLEARED-CRA IS TENANT. Bell ringing 6-9PM on 1st day. Elevator but no hydro. 2011/12/13/14-2techs, 2 days, 2016-KS/CJ, 1.5 days, 2017-JC/TT, 2 days, 2018-CL/TO-1.5days, 2019-CL/TO-2days","PO  valid May 1/20 to Apr 30/2021. 2011 and 2011-$2300, 2012, 2013, 2014, 2015 (not done) and 2016-$2400, 2019-$2549.25.",,
2135,Colonnade BridgePort,"16 Concourse Gate, Suite 200",Laura Domoney,(613) 225-8118,,,,,,,"16 Concourse Gate, Suite 200",Ottawa,,,,240 Catherine Street,,,TRUE,Richard Grenier,,,AI,$0.00,APRIL,Tender,,"FA, Wet Spr off Standpipe, FHC, ELU and FE",,,,
2178,Giant Tiger Stores - Brockville Warehouse,"240 Laurier Blvd., BROCKVILLE",Fabien Benoit,(613) 808-9096,,,,fbenoit@gianttiger.com,,,,,,,,"240 Laurier Blvd., BROCKVILLE",,,TRUE,Tom Kirton,,,AI,"$4,000.00",APRIL,"Jan 23, 2019",,"FA, 8"" Wet x 1, Preaction x 9, FPFT, BFP x 2 and FHC","Giant Tiger warehouse. 2 year contract Apr 1, 2019 to Mar 31, 2021. AI cost includes 3 QI's in July, Oct and Jan. PO #GTW6472.",tkirton@gianttiger.com; fbenoit@gianttiger.com,,
1623,PrimeCorp,"301-275 Bank Street, Ottawa, Ontario K2L 2P6",Jennifer Davies,(613) 722-2000,,,(613) 282-0346,,,,303-275 Bank Street,Ottawa,Ontario,K2P 2L6,,240 Stewart Street,,,FALSE,Jennifer Davies,,,AI,$200.00,APRIL,13-1748RS,,AI of Monitoring Equipment,Acount #25-01-1479. Cost included in monitoring services.,"2916-$110, 2017-$190. 2018-$200.",,
1562,PrimeCorp,"301-275 Bank Street, Ottawa, Ontario K2L 2P6",Jennifer Davies,(613) 722-2000,,,(613) 282-0346,,,,303-275 Bank Street,Ottawa,Ontario,K2P 2L6,,240 Stewart Street,,,FALSE,Jennifer Davies,,,AI,$850.00,APRIL,18-1193,,"FA, EOL's, Spr, FHC, ELU and FE",NFS320 all addressable FACP installed May 2019-Use VI. TAKE KEYS #49!!  2018-CL/TO-4hrs  Tyler not on-site. Elevator but no hydro. Update MI cost also.,"jdavies@primecorp.ca. 2013 and 2014-$790, 2015 and 2016-$820, 2017-$850 for AI and $160 for MI, 2018-$850 for AI & $175 for MI.",,
2054,BTB - 8285560 Canada Inc.,,Mitch Provost,(613) 322-9292,,,,,,,,,,,,245 Menten Place,,,TRUE,Alain Hamel,,,AI,$600.00,APRIL,20-1301MT,,"FA and Wet Spr (3 heads in Storage Rm), FHC, ELU and FE",Small commercial bldg. Require to inspect ELU and FE's in tenant units on AI only. Who does fire pump? Elevator.,mprovost@btbreit.com,,
1906,Aim Ottawa East,2555 Sheffield Road,Dan Dupelle,(613) 228-9380,,,(613) 795-6209,,,,2555 Sheffield Road,Ottawa,Ontario,,,2555 Sheffield Road,,,TRUE,Dan Dupelle,(613) 228-9380,,AI,$425.00,APRIL,19-1342JP,,"ELU (qty 13), LSA and HD NOT connected to monitoring","New in 2017. Per Dan, FHC or FE inspected by others. RHT's 20' high and some ELU's 12' high.","2017-1st time, KS/PN-3.5hrs., 2017 and 2018-$405, 2019-$425.",,
1909,Aim Ottawa East,2555 Sheffield Road,Dan Dupelle,(613) 228-9380,,,(613) 795-6209,,,,2555 Sheffield Road,Ottawa,Ontario,,,2575 Sheffield Road - Tomlinson Office and Warehou,,,TRUE,Dan Dupelle,(613) 228-9380,,AI,$275.00,APRIL,19-1341JP,,"HD's not connected to monitoring panel, ELU","HD's not monitored. 1st time in 2017-for both Tomlinson and Aim-KS/PN-6hrs. FHC and FE by others, 2018-Both 2575 and 2555-JF/NW-1 day, 2019-JF/TP-1day.","2017 and 2018-$267, 2019-$275",,
1907,Aim Ottawa East,2555 Sheffield Road,Dan Dupelle,(613) 228-9380,,,(613) 795-6209,,,,2555 Sheffield Road,Ottawa,Ontario,,,2575 Sheffield Road - Warehouse,,,TRUE,Dan Dupelle,(613) 228-9380,,AI,$575.00,APRIL,19-1340JP,,"6"" Wet Spr x 1, 4"" Wet x 2, and ELU",New in 2017. Spr not monitored. 1st time in 2017-for both Tomlinson and Aim-KS/PN-6hrs. 2018-JF/NW 1 day for all 3 sites on Sheffield. FHC and FE by others. FLCS removed.,"2017 and 2018-$550, 2019-$575",,
623,Loblaws Inc.,2625 Sheffield Road,Serge Delorme,(613) 741-4756,250,(613) 741-0572,,,,,,,,,,2625 Sheffield Road,,,FALSE,Serge Delorme,(613) 741-4756,,AI,"$1,786.66",APRIL,15-1454,,"F/A, Wet Spr, Dry Spr, Diesel FPFT-no electrn reqd!!, Preaction, Hydrants, FHC, E/L, Exts, Fire Doors, and FLCS","5 year contract begins July 2015 to June 30, 2020. FE's on tractors extra to price. 12 EQUAL PAYMENTS. 2 week inspection, 1 man and FA 1st week and spr 2nd week.-No bells on 1st day of AI, only on 2nd day at 7AM. ALWAYS START AT 7AM EA DAY","sdelorme@ngco.com. Pricing broken into 12 monthly invoices. 2016-2 techs, 9 days (FD/CL).",,
